Date,Open,High,Low,Close
2013-10-29,130.160004,130.589996,129.570007,129.770004
2013-10-30,130.830002,131.220001,128.809998,129.600006
2013-10-31,128.039993,128.490005,127.300003,127.739998
2013-11-01,126.860001,127.169998,126.050003,126.949997
2013-11-04,127.18,127.519997,126.739998,126.809998
2013-11-05,126.709999,126.860001,126,126.559998
2013-11-06,127.110001,127.360001,126.919998,127.199997
2013-11-07,126.139999,126.849998,125.860001,126.160004
2013-11-08,124.459999,124.459999,123.620003,124.279999
2013-11-11,123.919998,123.970001,123.660004,123.870003
2013-11-12,123.510002,123.870003,121.730003,122.449997
2013-11-13,122.970001,123.239998,122.389999,122.849998
2013-11-14,123.919998,124.910004,123.879997,124.269997
2013-11-15,124.160004,124.519997,124.07,124.32
2013-11-18,123.699997,123.959999,122.550003,122.900002
2013-11-19,122.970001,123.400002,122.830002,122.949997
2013-11-20,121.669998,122.440002,119.760002,120.120003
2013-11-21,119.809998,120.349998,119.309998,119.940002
2013-11-22,120.239998,120.400002,119.82,119.919998
2013-11-25,119.18,121,119.129997,120.459999
2013-11-26,119.839996,120.400002,119.589996,119.82
2013-11-27,120.489998,120.690002,119.25,119.459999
2013-11-29,120.669998,121.050003,120.620003,120.699997
2013-12-02,119.199997,119.290001,117.5,117.580002
2013-12-03,117.580002,118.309998,117.230003,117.959999
2013-12-04,118.330002,120.760002,118.160004,119.959999
2013-12-05,118.199997,119.239998,117.410004,118.300003
2013-12-06,118.860001,119.260002,118.010002,118.550003
2013-12-09,118.989998,119.919998,118.949997,119.720001
2013-12-10,122.139999,122.32,121.470001,121.82
2013-12-11,121.489998,121.809998,120.760002,120.860001
2013-12-12,118.610001,118.82,118.029999,118.290001
2013-12-13,118.889999,119.489998,118.760002,119.379997
2013-12-16,119.260002,120.769997,118.970001,119.690002
2013-12-17,118.959999,119.900002,118.370003,118.650002
2013-12-18,119,120.050003,117.290001,117.610001
2013-12-19,115.970001,116.059998,114.5,114.82
2013-12-20,115.370003,116.470001,115.059998,115.940002
2013-12-23,115.610001,116.120003,115.43,115.57
2013-12-24,115.790001,116.290001,115.709999,116.099998
2013-12-26,117.230003,117.230003,116.650002,116.739998
2013-12-27,117.309998,117.379997,116.849998,117.120003
2013-12-30,116.370003,116.400002,115.18,115.389999
2013-12-31,114.610001,117.129997,114.459999,116.120003
2014-01-02,117.93,118.730003,117.75,118
2014-01-03,118.639999,119.620003,118.589996,119.290001
2014-01-06,119.760002,120.389999,117.110001,119.5
2014-01-07,118.459999,118.919998,118.129997,118.82
2014-01-08,117.989998,118.519997,117.5,118.120003
2014-01-09,118.110001,118.690002,117.989998,118.459999
2014-01-10,119.720001,120.43,119.580002,120.260002
2014-01-13,120.269997,121.040001,120.199997,121.019997
2014-01-14,120.540001,121.059998,119.720001,119.889999
2014-01-15,119.190002,119.809998,119.110001,119.660004
2014-01-16,119.839996,119.959999,119.57,119.790001
2014-01-17,120.349998,121.019997,120.199997,120.93
2014-01-21,119.230003,119.970001,119.230003,119.699997
2014-01-22,119.650002,119.769997,119.169998,119.190002
2014-01-23,120.970001,122.019997,120.970001,121.790001
2014-01-24,122.059998,122.5,121.550003,122.290001
2014-01-27,121.650002,122.059998,120.720001,120.959999
2014-01-28,121.32,121.400002,120.410004,120.949997
2014-01-29,122.190002,122.510002,121.129997,122.470001
2014-01-30,119.669998,120.220001,119.599998,119.769997
2014-01-31,120.650002,120.860001,119.459999,120.089996
2014-02-03,120.470001,122.110001,120.32,121.32
2014-02-04,120.410004,121.089996,120.389999,120.989998
2014-02-05,121.760002,121.879997,120.730003,121.290001
2014-02-06,121.379997,121.510002,120.779999,121.239998
2014-02-07,121.239998,122.239998,121.230003,122.169998
2014-02-10,122.800003,123.160004,122.720001,122.919998
2014-02-11,123.379997,124.75,123.360001,124.360001
2014-02-12,124.400002,124.980003,124.129997,124.43
2014-02-13,124.699997,125.599998,124.660004,125.489998
2014-02-14,126.989998,127.379997,126.75,127.150002
2014-02-18,127.419998,127.75,127.089996,127.400002
2014-02-19,127.260002,127.449997,126.160004,126.269997
2014-02-20,126.75,127.75,126.400002,127.599998
2014-02-21,127.57,128.070007,127.150002,127.580002
2014-02-24,128.509995,129.070007,128.339996,128.990005
2014-02-25,128.619995,129.529999,128.570007,129.210007
2014-02-26,128.490005,128.759995,127.419998,128.110001
2014-02-27,128.399994,128.800003,127.889999,128.199997
2014-02-28,128.270004,128.350006,127.150002,127.620003
2014-03-03,130,130.589996,129.809998,130.289993
2014-03-04,128.539993,129.240005,128.320007,128.679993
2014-03-05,128.710007,129.339996,128.580002,128.889999
2014-03-06,129.710007,130.470001,129.470001,130.169998
2014-03-07,128.25,129.229996,128.210007,129.089996
2014-03-10,128.880005,129.610001,128.779999,129.130005
2014-03-11,130.009995,130.149994,128.929993,129.860001
2014-03-12,131.559998,132.119995,131.389999,131.759995
2014-03-13,131.690002,132.539993,131.559998,132.210007
2014-03-14,133.679993,133.690002,132.350006,133.100006
2014-03-17,132.729996,133.220001,131.220001,131.639999
2014-03-18,130.389999,131.270004,130.330002,130.619995
2014-03-19,129.550003,129.679993,127.940002,128.089996
2014-03-20,127.779999,128.410004,127.580002,127.860001
2014-03-21,129.039993,129.089996,128.410004,128.470001
2014-03-24,126.870003,127.139999,126.029999,126.18
2014-03-25,126.440002,126.82,126.239998,126.410004
2014-03-26,126.269997,126.379997,125.129997,125.410004
2014-03-27,125.059998,125.290001,124.209999,124.589996
2014-03-28,124.230003,124.959999,123.879997,124.559998
2014-03-31,124.519997,124.790001,123.57,123.610001
2014-04-01,123.709999,123.849998,123.110001,123.389999
2014-04-02,124.410004,124.75,124.190002,124.32
2014-04-03,123.75,124.260002,123.589996,123.919998
2014-04-04,125.199997,125.959999,124.860001,125.57
2014-04-07,125.07,125.470001,124.839996,124.910004
2014-04-08,126.339996,126.339996,125.900002,126.089996
2014-04-09,125.459999,126.720001,125.330002,126.32
2014-04-10,126.949997,127.370003,126.82,127.010002
2014-04-11,127.040001,127.309998,126.730003,126.93
2014-04-14,127.800003,128.25,127.620003,127.849998
2014-04-15,124.790001,125.699997,124.599998,125.489998
2014-04-16,125.370003,125.57,125.029999,125.540001
2014-04-17,125.379997,125.529999,124.57,124.75
2014-04-21,124.07,124.330002,123.760002,124.239998
2014-04-22,124.150002,124.160004,122.919998,123.779999
2014-04-23,123.699997,123.940002,123.379997,123.760002
2014-04-24,122.870003,125.120003,122.839996,124.559998
2014-04-25,125.169998,125.709999,125.07,125.43
2014-04-28,125.300003,125.339996,124.449997,124.879997
2014-04-29,124.949997,125.379997,124.650002,124.860001
2014-04-30,124.190002,125.050003,123.82,124.220001
2014-05-01,123.169998,123.830002,123.059998,123.800003
2014-05-02,123.690002,125.669998,123.330002,125.059998
2014-05-05,126.470001,126.629997,126,126.220001
2014-05-06,126.019997,126.110001,125.629997,125.980003
2014-05-07,125.519997,125.57,123.919998,124.169998
2014-05-08,124.190002,124.470001,123.889999,124.169998
2014-05-09,124.389999,124.470001,123.82,124.099998
2014-05-12,125.400002,125.419998,124.690002,124.940002
2014-05-13,124.790001,125.099998,124.5,124.599998
2014-05-14,125.800003,125.959999,125.440002,125.809998
2014-05-15,124.769997,125.510002,124.540001,124.769997
2014-05-16,124.349998,124.769997,124.290001,124.5
2014-05-19,125.279999,125.470001,124.480003,124.580002
2014-05-20,124.120003,124.910004,124.089996,124.690002
2014-05-21,124.25,124.550003,123.529999,124.389999
2014-05-22,125.139999,125.239998,124.540001,124.669998
2014-05-23,124.599998,124.660004,124.190002,124.510002
2014-05-27,122.980003,123.07,121.75,121.849998
2014-05-28,121.470001,121.699997,120.919998,121.199997
2014-05-29,120.779999,121.459999,120.769997,120.940002
2014-05-30,120.760002,120.809998,119.620003,120.43
2014-06-02,119.93,120.459999,119.610001,119.699997
2014-06-03,119.730003,120.089996,119.419998,120.010002
2014-06-04,120.099998,120.160004,119.68,119.760002
2014-06-05,120.550003,120.879997,120.43,120.660004
2014-06-06,120.68,120.769997,119.940002,120.610001
2014-06-09,120.790001,120.849998,120.57,120.650002
2014-06-10,121.290001,121.470001,121.209999,121.389999
2014-06-11,121.510002,121.610001,121.18,121.410004
2014-06-12,121.919998,122.75,121.830002,122.639999
2014-06-13,122.57,123.040001,122.510002,122.959999
2014-06-16,122.879997,123.010002,122.300003,122.419998
2014-06-17,121.849998,122.5,121.82,122.279999
2014-06-18,122.220001,122.800003,122.089996,122.669998
2014-06-19,124.330002,127.230003,124.32,126.940002
2014-06-20,126.32,127.07,126.209999,126.5
2014-06-23,126.650002,126.940002,126.370003,126.849998
2014-06-24,127.220001,127.32,126.730003,126.980003
2014-06-25,126.779999,127.550003,126.660004,126.989998
2014-06-26,126.529999,126.919998,126.199997,126.730003
2014-06-27,126.879997,127.169998,126.650002,126.660004
2014-06-30,126.529999,128.039993,126.370003,128.039993
2014-07-01,127.989998,128.119995,127.489998,127.699997
2014-07-02,127.760002,128.240005,127.639999,127.699997
2014-07-03,126.790001,127.290001,126.610001,127.160004
2014-07-07,126.629997,127.029999,126.230003,127.019997
2014-07-08,127.290001,127.529999,126.43,127.07
2014-07-09,127.540001,128.259995,127.18,127.839996
2014-07-10,129.110001,129.210007,128.490005,128.539993
2014-07-11,128.410004,128.830002,128.380005,128.779999
2014-07-14,125.5,126.099998,125.449997,125.720001
2014-07-15,125.889999,126.32,124.360001,124.529999
2014-07-16,125.019997,125.470001,124.779999,124.970001
2014-07-17,125.519997,127.550003,125.110001,127.089996
2014-07-18,125.790001,126.209999,125.669998,126.129997
2014-07-21,126.529999,126.550003,126.110001,126.339996
2014-07-22,126.330002,126.43,125.470001,125.739998
2014-07-23,125.720001,126.040001,125.400002,125.620003
2014-07-24,124.849998,124.870003,123.900002,124.349998
2014-07-25,124.480003,125.93,124.43,125.790001
2014-07-28,125.440002,125.669998,125.300003,125.580002
2014-07-29,125.790001,125.879997,124.720001,125.199997
2014-07-30,124.889999,124.93,124.410004,124.830002
2014-07-31,123.849998,124.07,123.230003,123.389999
2014-08-01,124.540001,124.809998,124.230003,124.379997
2014-08-04,124.360001,124.470001,123.730003,123.989998
2014-08-05,123.739998,124.519997,123.400002,123.870003
2014-08-06,125.709999,126,125.519997,125.669998
2014-08-07,125.470001,126.510002,125.370003,126.18
2014-08-08,126.080002,126.410004,125.889999,126.190002
2014-08-11,125.839996,126.040001,125.639999,125.959999
2014-08-12,126.419998,126.809998,125.870003,125.989998
2014-08-13,126.349998,126.529999,125.900002,126.199997
2014-08-14,126.239998,126.529999,126.129997,126.309998
2014-08-15,124.519997,126.07,124.410004,125.480003
2014-08-18,124.779999,125.080002,124.650002,124.959999
2014-08-19,125,125,124.480003,124.68
2014-08-20,124.82,124.82,123.879997,124.220001
2014-08-21,122.720001,123.239998,122.449997,122.879997
2014-08-22,123.089996,123.330002,122.57,123.190002
2014-08-25,122.919998,123.040001,122.720001,122.739998
2014-08-26,123.919998,123.970001,123.279999,123.349998
2014-08-27,123.599998,123.709999,123.25,123.32
2014-08-28,124.150002,124.330002,123.809998,124
2014-08-29,123.75,124.220001,123.620003,123.860001
2014-09-02,121.970001,122.080002,121.43,121.650002
2014-09-03,121.699997,122.199997,121.660004,122.150002
2014-09-04,122.480003,122.660004,121.25,121.480003
2014-09-05,121.830002,122.059998,121.629997,122.059998
2014-09-08,121.580002,121.610001,120.370003,120.730003
2014-09-09,120.57,120.940002,120,120.870003
2014-09-10,120.129997,120.540001,119.639999,120.260002
2014-09-11,119.610001,119.699997,118.769997,119.470001
2014-09-12,118.629997,118.900002,118.07,118.379997
2014-09-15,118.790001,118.860001,118.459999,118.639999
2014-09-16,118.849998,119.43,118.440002,118.830002
2014-09-17,118.949997,119.239998,117.5,117.540001
2014-09-18,117.410004,118.089996,117.190002,117.779999
2014-09-19,117.510002,117.57,116.720001,117.089996
2014-09-22,116.720001,117.370003,116.580002,116.849998
2014-09-23,117.989998,117.989998,117.309998,117.599998
2014-09-24,117.120003,117.720001,116.900002,117.050003
2014-09-25,116.300003,117.760002,116.199997,117.389999
2014-09-26,117.019997,117.099998,116.580002,117.059998
2014-09-29,117.269997,117.400002,116.900002,117.029999
2014-09-30,116.540001,117.349998,115.849998,116.209999
2014-10-01,116.610001,117.260002,116.589996,116.769997
2014-10-02,116.860001,117.209999,116.330002,116.739998
2014-10-03,115.169998,115.510002,114.419998,114.610001
2014-10-06,115.160004,116.309998,114.940002,116.029999
2014-10-07,116.309998,116.629997,116.089996,116.360001
2014-10-08,117.029999,117.709999,115.849998,117.470001
2014-10-09,117.860001,118.260002,117.489998,117.639999
2014-10-10,117.699997,117.739998,117.190002,117.589996
2014-10-13,118.139999,118.669998,117.93,118.519997
2014-10-14,118.580002,118.82,118.349998,118.589996
2014-10-15,119.230003,120.18,118.589996,118.989998
2014-10-16,119.019997,119.650002,118.879997,119.220001
2014-10-17,119.059998,119.230003,118.419998,118.989998
2014-10-20,119.68,119.860001,119.540001,119.800003
2014-10-21,120.269997,120.5,119.910004,120.019997
2014-10-22,119.690002,119.790001,119.25,119.339996
2014-10-23,118.709999,118.82,117.879997,118.519997
2014-10-24,118.620003,118.629997,118.120003,118.349998
2014-10-27,118.18,118.370003,118.010002,118.059998
2014-10-28,118.480003,118.480003,118.010002,118.099998
2014-10-29,117.650002,117.910004,116.139999,116.410004
2014-10-30,115.800003,115.830002,114.940002,115.190002
2014-10-31,111.830002,112.879997,111.660004,112.660004
2014-11-03,112.389999,112.68,112,112.150002
2014-11-04,112.120003,112.709999,112.080002,112.220001
2014-11-05,109.919998,110.839996,109.669998,109.790001
2014-11-06,109.919998,110.489998,109.75,109.879997
2014-11-07,110.779999,113.150002,110.730003,112.970001
2014-11-10,112.239998,112.239998,110.279999,110.459999
2014-11-11,111.080002,112.760002,110.870003,112.040001
2014-11-12,112.050003,112.169998,111.230003,111.5
2014-11-13,111.889999,112.260002,111.220001,111.669998
2014-11-14,110.760002,114.720001,110.650002,114.470001
2014-11-17,113.970001,114.269997,113.559998,114.050003
2014-11-18,114.860001,115.169998,114.550003,115.050003
2014-11-19,114.93,115.349998,112.879997,113.68
2014-11-20,114.57,115.019997,114.089996,114.860001
2014-11-21,115.580002,115.959999,114.470001,115.389999
2014-11-24,115.150002,115.370003,114.790001,115.110001
2014-11-25,115.099998,115.470001,114.900002,115.379997
2014-11-26,115.25,115.339996,114.980003,115.160004
2014-11-28,113.529999,113.830002,111.949997,112.110001
2014-12-01,113.800003,117.360001,113.739998,116.580002
2014-12-02,115.129997,115.709999,114.720001,115.139999
2014-12-03,115.68,116.760002,115.559998,116.330002
2014-12-04,116.010002,116.339996,115.610001,115.879997
2014-12-05,115.160004,115.18,114.239998,114.43
2014-12-08,114.970001,116.160004,114.459999,115.779999
2014-12-09,117.040001,118.989998,116.980003,118.190002
2014-12-10,118.150002,118.470001,117.809998,117.959999
2014-12-11,116.980003,118.379997,116.82,117.690002
2014-12-12,117.389999,117.800003,116.68,117.410004
2014-12-15,116.220001,116.970001,114.360001,114.389999
2014-12-16,116.279999,116.5,114.07,114.949997
2014-12-17,115.099998,115.480003,113.580002,114.269997
2014-12-18,115.589996,115.809998,114.580002,115.150002
2014-12-19,115.059998,115.220001,114.769997,114.769997
2014-12-22,114.809998,114.970001,112.410004,112.550003
2014-12-23,112.879997,113.32,112.610001,112.739998
2014-12-24,112.830002,112.919998,112.660004,112.769997
2014-12-26,114.82,114.980003,114.529999,114.830002
2014-12-29,114.610001,114.639999,113.230003,113.669998
2014-12-30,114.989998,116.260002,114.900002,115.199997
2014-12-31,114.889999,115,113.279999,113.580002
2015-01-02,112.489998,114.800003,112.32,114.080002
2015-01-05,114.779999,116,114.730003,115.800003
2015-01-06,116.220001,117.5,115.800003,117.120003
2015-01-07,116.470001,116.879997,116.169998,116.43
2015-01-08,116.449997,116.870003,115.849998,115.940002
2015-01-09,116.510002,117.339996,116.5,117.260002
2015-01-12,117.459999,118.709999,117.32,118.559998
2015-01-13,118.959999,119.190002,117.870003,118.160004
2015-01-14,119.080002,119.32,117.900002,117.970001
2015-01-15,120.410004,121.699997,120.339996,120.940002
2015-01-16,121.730003,123.150002,121.709999,122.519997
2015-01-20,123.629997,124.599998,123.489998,124.199997
2015-01-21,125.18,125.339996,123.370003,124.230003
2015-01-22,125.07,125.580002,124.150002,125.230003
2015-01-23,124.43,124.5,123.349998,124.230003
2015-01-26,123.330002,123.339996,122.519997,122.989998
2015-01-27,123.559998,124.639999,123.510002,124.400002
2015-01-28,123.519997,123.889999,122.940002,123.419998
2015-01-29,121.989998,122.290001,120.260002,120.760002
2015-01-30,121.300003,123.550003,120.919998,123.449997
2015-02-02,121.839996,123.160004,121.82,122.419998
2015-02-03,121.739998,121.760002,120.559998,121.050003
2015-02-04,121.629997,122.220001,120.919998,121.580002
2015-02-05,120.980003,121.830002,120.610001,121.790001
2015-02-06,119.150002,119.519997,117.949997,118.639999
2015-02-09,118.830002,119.400002,118.769997,119.169998
2015-02-10,118.629997,119.059998,118.209999,118.470001
2015-02-11,118.489998,118.57,117,117.07
2015-02-12,117.68,117.82,117.089996,117.339996
2015-02-13,118.050003,118.580002,117.790001,117.980003
2015-02-17,116.400002,116.540001,115.580002,116.010002
2015-02-18,115.989998,116.529999,114.989998,116.339996
2015-02-19,116.400002,116.540001,115.739998,115.940002
2015-02-20,116.099998,116.459999,115.050003,115.279999
2015-02-23,115.110001,116.220001,115.07,115.43
2015-02-24,115,115.550003,114.290001,115.260002
2015-02-25,115.830002,115.889999,115.330002,115.699997
2015-02-26,116.540001,116.550003,115.830002,116.07
2015-02-27,116.739998,117.07,116.160004,116.160004
2015-03-02,116.5,116.639999,115.620003,115.68
2015-03-03,116.040001,116.610001,115.349998,115.470001
2015-03-04,115.699997,115.790001,115.019997,115.110001
2015-03-05,115.43,116.120003,114.839996,115
2015-03-06,113.169998,113.260002,111.699997,111.860001
2015-03-09,112.419998,112.620003,111.949997,111.970001
2015-03-10,112.089996,112.349998,111.220001,111.419998
2015-03-11,111.230003,111.25,110.160004,110.75
2015-03-12,111.150002,111.199997,110.25,110.720001
2015-03-13,111.099998,111.279999,110.510002,110.879997
2015-03-16,111.089996,111.209999,110.419998,110.809998
2015-03-17,109.919998,111.349998,109.769997,110.209999
2015-03-18,110.330002,112.870003,110.089996,112.370003
2015-03-19,111.849998,112.580002,111.580002,112.290001
2015-03-20,112.709999,114,112.669998,113.57
2015-03-23,113.699997,114.370003,113.489998,114.290001
2015-03-24,114.349998,114.650002,113.82,114.57
2015-03-25,115.110001,115.139999,114.650002,114.730003
2015-03-26,115.730003,115.839996,115.339996,115.480003
2015-03-27,115.139999,115.360001,114.449997,115.059998
2015-03-30,113.900002,114.010002,113.540001,113.75
2015-03-31,113.839996,114.279999,113.410004,113.660004
2015-04-01,114.559998,115.989998,114.540001,115.599998
2015-04-02,115.470001,115.720001,114.68,115.279999
2015-04-06,117.32,117.470001,116.519997,116.690002
2015-04-07,116.269997,116.510002,115.940002,116.110001
2015-04-08,115.980003,116.029999,114.900002,115.470001
2015-04-09,114.800003,114.849998,114.480003,114.669998
2015-04-10,116,116.190002,115.5,115.970001
2015-04-13,115.349998,115.389999,114.800003,115.139999
2015-04-14,114.690002,115.07,114.389999,114.440002
2015-04-15,114.800003,115.599998,114.470001,115.43
2015-04-16,115.550003,115.660004,114.639999,115.029999
2015-04-17,115.379997,115.790001,115.230003,115.599998
2015-04-20,114.82,114.949997,114.32,114.720001
2015-04-21,114.720001,115.559998,114.650002,115.379997
2015-04-22,114.830002,114.959999,113.769997,113.830002
2015-04-23,113.900002,114.959999,113.809998,114.660004
2015-04-24,113.959999,114.07,112.769997,113.050003
2015-04-27,113.870003,115.82,113.669998,115.330002
2015-04-28,115.360001,116.620003,115.339996,116.330002
2015-04-29,116.059998,116.389999,115.279999,115.510002
2015-04-30,113.879997,113.879997,112.959999,113.470001
2015-05-01,112.419998,113.309998,112.279999,113.080002
2015-05-04,114.18,114.440002,113.879997,114.099998
2015-05-05,114.889999,115.110001,114.389999,114.419998
2015-05-06,114.589996,114.75,114.019997,114.360001
2015-05-07,113.839996,114.010002,113.32,113.419998
2015-05-08,114.339996,114.43,113.589996,113.970001
2015-05-11,114.089996,114.309998,113.080002,113.529999
2015-05-12,114.099998,114.669998,114.059998,114.5
2015-05-13,115.739998,116.93,115.68,116.550003
2015-05-14,117.279999,117.75,117.029999,117.18
2015-05-15,116.800003,117.629997,116.68,117.529999
2015-05-18,117.779999,117.879997,117.269997,117.519997
